CloneGroupType,X2,EachGroup_25Percentile,CloneGroupMin,CloneGroupMax,EachGroup_Mean,EachGroup_Median,CloneGroupVariance,EachGroup_SD,X10,ShanonEntropy
776,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
777,Blocks,1,1,1,1,1,0,0,2,1
778,Blocks,0.5,0,2,1,1,2,1.414214,2,NaN
779,Blocks,0,0,0,0,0,0,0,2,NaN
780,Blocks,1.75,1,23,8,4,104.6667,10.23067,4,0.6007546875994026
781,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
782,Blocks,1,1,1,1,1,0,0,2,1
783,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
784,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
785,Blocks,0,0,0,0,0,0,0,3,NaN
786,Blocks,0,0,0,0,0,0,0,2,NaN
787,Blocks,2.75,2,5,3.5,3.5,4.5,2.12132,2,0.863120568566631
788,Blocks,1,1,7,3,2,8,2.828427,4,0.7755490855036323
789,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
790,Blocks,1,1,1,1,1,0,0,2,1
791,Blocks,1.25,0,5,2.5,2.5,12.5,3.535534,2,NaN
792,Blocks,1,1,1,1,1,0,0,2,1
793,Blocks,1,1,1,1,1,0,0,2,1
794,Blocks,3.75,1,12,6.5,6.5,60.5,7.778175,2,0.39124356362925566
795,Blocks,0,0,0,0,0,0,0,2,NaN
796,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
797,Blocks,2.25,1,6,3.5,3.5,12.5,3.535534,2,0.5916727785823275
798,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
799,Blocks,0,0,0,0,0,0,0,2,NaN
800,Blocks,1,1,1,1,1,0,0,2,1
801,Blocks,0,0,0,0,0,0,0,2,NaN
802,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
803,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
804,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
805,Blocks,16.25,4,53,28.5,28.5,1200.5,34.64823,2,0.3665780125533459
806,Blocks,7.5,6,12,9,9,18,4.242641,2,0.9182958340544896
807,Blocks,14.75,2,53,27.5,27.5,1300.5,36.06245,2,0.225363639127395
808,Blocks,2.5,2,64,23,3,1261,35.51056,3,0.28102251311936427
809,Blocks,3,1,9,5,5,32,5.656854,2,0.4689955935892812
810,Blocks,50.25,1,198,99.5,99.5,19404.5,139.3,2,0.04560647594182623
811,Blocks,47.75,0,191,95.5,95.5,18240.5,135.0574,2,NaN
812,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
813,Blocks,3.75,3,6,4.5,4.5,4.5,2.12132,2,0.9182958340544896
814,Blocks,3,3,3,3,3,0,0,2,1
815,Blocks,1,1,1,1,1,0,0,2,1
816,Blocks,0,0,0,0,0,0,0,2,NaN
817,Blocks,1,1,1,1,1,0,0,3,1
818,Blocks,1,1,1,1,1,0,0,2,1
819,Blocks,1,1,1,1,1,0,0,2,1
820,Blocks,0,0,0,0,0,0,0,4,NaN
821,Blocks,2.5,2,4,3,3,1,1,3,0.9656336071428252
822,Blocks,0,0,0,0,0,0,0,2,NaN
823,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
824,Blocks,1.5,1,3,2,2,2,1.414214,2,0.8112781244591328
825,Blocks,1,1,1,1,1,0,0,2,1
826,Blocks,1.25,1,2,1.5,1.5,0.5,0.7071068,2,0.9182958340544896
827,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2,0.9709505944546686
828,Blocks,0,0,0,0,0,0,0,2,NaN
829,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2,0.9709505944546686
830,Blocks,6,6,6,6,6,0,0,2,1
831,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2,0.9709505944546686
832,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
833,Blocks,3,3,3,3,3,0,0,3,1
834,Blocks,0,0,0,0,0,0,0,2,NaN
835,Blocks,-0.25,-1,2,0.5,0.5,4.5,2.12132,2,NaN
836,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
837,Blocks,3,3,3,3,3,0,0,3,1
838,Blocks,0,0,0,0,0,0,0,2,NaN
839,Blocks,1,1,1,1,1,0,0,2,1
840,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2,0.9709505944546686
841,Blocks,0,0,0,0,0,0,0,2,NaN
842,Blocks,0.25,0,1,0.5,0.5,0.5,0.7071068,2,NaN
843,Blocks,2.25,2,3,2.5,2.5,0.5,0.7071068,2,0.9709505944546686
844,Blocks,1.75,1,4,2.5,2.5,4.5,2.12132,2,0.7219280948873623
845,Blocks,0.75,0,3,1.5,1.5,4.5,2.12132,2,NaN
846,Blocks,3.5,1,11,6,6,50,7.071068,2,0.41381685030363374
847,Blocks,6,6,6,6,6,0,0,2,1
848,Blocks,2,2,2,2,2,0,0,2,1
849,Blocks,2,2,2,2,2,0,0,2,1
850,Blocks,5,5,5,5,5,0,0,2,1
851,Blocks,1,1,1,1,1,0,0,2,1
852,Blocks,1,1,1,1,1,0,0,2,1
